"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/30/2018","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   180327","1134.71","credit","Paycheck","eChecking","",""
"3/29/2018","Tst Our House","TST* OUR HOUSE EAST BOSTON MA","24.50","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"3/28/2018","Panera Bread","PANERA BREAD #202107 BOSTON MA","14.10","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"3/28/2018","Spotify","Spotify USA 646-8375380 NY","4.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"3/28/2018","Hob Boston Membership","HOB BOSTON MEMBERSHIP 6175470620 MA","9.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"3/28/2018","Hob Boston Membership","HOB BOSTON MEMBERSHIP 6175470620 MA","17.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"3/28/2018","Chase Crdepay","CHASE CREDIT CRDEPAY      180327","26.95","debit","Credit Card Payment","eChecking","",""
"3/28/2018","Citi Onlinepayment","CITI CARD ONLINEPAYMENT   180327","1613.45","debit","Credit Card Payment","eChecking","",""
"3/27/2018","Srv","SRV Boston MA","120.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/27/2018","Online Thank You","ONLINE PAYMENT, THANK YOU","1613.45","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"3/26/2018","Eat24.com","EAT24COJPKITCHEN 8002561020 NY","25.97","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"3/26/2018","Mbta Mass Ave","MBTA MASS AVE BOSTON MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"3/24/2018","TGI Friday's","TGI FRIDAY'S 2735 BOSTON MA","75.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/24/2018","Au Bon Pain","NORTHSTRN AUBONPAIN 14 BOSTON MA","3.95","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/23/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","1.55","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/22/2018","Amelia's Taqueria","AMELIA'S TAQUERIA II Boston MA","12.15","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"3/21/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","0.99","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"3/21/2018","Conor Larkin Gri","CONOR LARKIN'S GRI BOSTON MA","32.00","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"3/20/2018","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMA","71.35","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"3/20/2018","Ticketmaster","Ticketmaster 800-653-8000 CA","263.78","debit","Entertainment","Costco Anywhere Visa® Card by Citi","",""
"3/20/2018","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","39.95","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"3/19/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","1.55","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/19/2018","Nu Chart Kigos","NU CHART KIGOS28259588 BOSTON MA","9.49","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"3/18/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON MA","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"3/18/2018","Pavement Sympho","SQ *PAVEMENT SYMPHO BOSTON MA","8.29","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"3/17/2018","Mbta Roxbury Xng","MBTA ROXBURY XNG ROXBURY MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"3/17/2018","Tst Our House","TST* OUR HOUSE EAST BOSTON MA","10.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"3/17/2018","Dunkin Donuts","DUNKIN #348017 Q35 SOMERVILLE MA","6.45","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"3/17/2018","Teele Square Liquor","TEELE SQUARE LIQUOR STORESOMERVILLE MA","12.99","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"3/15/2018","Au Bon Pain","NORTHSTRN AUBONPAIN 14 BOSTON MA","5.54","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/15/2018","Qdoba Mexican Grill","QDOBA 2207 BOSTON MA","8.99","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"3/15/2018","Floyds 99 Barber Shop","FLOYDS 99 BARBERSHOP BOSTON MA","30.00","debit","Hair","Costco Anywhere Visa® Card by Citi","",""
"3/15/2018","Rasi Associates Inc","RASI ASSOCIATES IN BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"3/15/2018","E-ZPass","E-ZPass MA 877-6277745 MA","20.00","debit","Auto & Transport","Costco Anywhere Visa® Card by Citi","",""
"3/15/2018","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   180312","1134.71","credit","Paycheck","eChecking","",""
"3/14/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","1.04","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"3/14/2018","Chartwells","CHARTWELLS N21032537 BOSTON MA","5.30","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"3/13/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON MA","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"3/12/2018","Walgreens","WALGREENS #7189 ROXBURY CROSSMA","4.60","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"3/12/2018","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","5.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/12/2018","Venmo Cashout","VENMO           CASHOUT","41.50","credit","Income","eChecking","",""
"3/11/2018","Sunoco","SUNOCO 0006192910 PLYMOUTH MA","24.31","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"3/10/2018","Stop & Shop","STOP & SHOP 2403 PROVINCETOWN MA","25.24","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"3/10/2018","Squealing Pig","THE SQUEALING PIG PROVINCETOWN MA","50.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/10/2018","Brewhouse","1620 BREWHOUSE PROVINCETOWN MA","36.60","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/10/2018","Local","LOCAL 186 PROVINCETOWN MA","55.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/10/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON MA","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"3/10/2018","Wired Puppy Provinetown","SQ *WIRED PUPPY PROVINETOWN MA","12.71","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"3/09/2018","Velvet","VELVET PROVINCETOWN MA","16.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/09/2018","Jp Licks One","JP LICKS AT ONE BR BOSTON MA","12.04","debit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"3/08/2018","Days Inn","DAYS INN PENN STATE STATE COLLEGEPA","141.05","debit","Hotel","Costco Anywhere Visa® Card by Citi","",""
"3/08/2018","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","19.99","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"3/08/2018","Costco","COSTCO WHSE #0333 EVERETT MA","87.47","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"3/08/2018","McDonald's","MCDONALD'S F31643 BOSTON MA","3.21","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"3/08/2018","Mbta Downtown Xng","MBTA DOWNTOWN XNG BOSTON MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"3/08/2018","Costco","COSTCO WHSE #0333 EVERETT MA","3.39","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"3/07/2018","Citgo","CITGO FOOD BAG #527 EAST HARTFORDCT","23.35","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"3/07/2018","Stop & Shop","STOP & SHOP 0412 BOSTON MA","7.39","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"3/07/2018","McDonald's","MCDONALD'S F7351 HARTFORD CT","4.98","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"3/06/2018","Brewskys Bottle Shop","BREWSKYS BOTTLE SHOP STATE COLLEGEPA","12.25","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"3/05/2018","Gulf","GULF OIL 92046399 HARRISBURG PA","25.17","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"3/05/2018","Saint's Cafe","SAINTS CAFE STATE COLLEGEPA","9.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/04/2018","Phyrst Phood","THE PHYRST PHOOD STATE COLLEGEPA","25.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"3/04/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON MA","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"3/04/2018","Perkins","PERKINS 3699 09136995 BLOOMSBURG PA","3.17","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/04/2018","Citgo","CITGO FOOD BAG 538 MIDDLETOWN NY","23.22","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"3/02/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON MA","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"3/02/2018","Flann O Briens","FLANN O BRIENS ROXBURY CROSSMA","6.50","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"3/02/2018","Pho I Restaurant","PHO & I RESTAURANT 617-2620011 MA","13.72","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/02/2018","The Puddingstone","THE PUDDINGSTONE TAVERN BOSTON MA","5.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/02/2018","The Puddingstone","THE PUDDINGSTONE TAVERN BOSTON MA","16.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/02/2018","Venmo","VENMO           PAYMENT","862.50","debit","Transfer","eChecking","",""
"3/01/2018","CVS","CVS/PHARMACY #01259 BOSTON MA","5.62","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"3/01/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","3.10","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"3/01/2018","CVS","CVS/PHARMACY #01259 BOSTON MA","8.10","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"3/01/2018","Rasi Associates Inc","RASI ASSOCIATES IN BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"3/01/2018","Verizon","VERIZON*RECURRING PAY 800-VERIZON FL","119.95","debit","Home Phone","Costco Anywhere Visa® Card by Citi","",""
"3/01/2018","Nu Chart Sweet","NU CHART SWEET28259596 BOSTON MA","3.09","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"3/01/2018","Lyft","LYFT *RIDE THU 9PM 8552800278 CA","4.10","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"3/01/2018","Venmo Cashout","VENMO           CASHOUT","150.92","credit","Income","eChecking","",""
"2/28/2018","Qdoba Mexican Grill","QDOBA 2207 BOSTON MA","8.45","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/28/2018","GrubHub","GRUBHUBJPKITCHEN 8775851085 NY","25.75","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"2/28/2018","Spotify","Spotify USA 646-8375380 NY","4.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"2/28/2018","Dividend","DIVIDEND","0.07","credit","Investments","Savings","",""
"2/28/2018","Transfer to Costco Anywhere Visa Card by Citi","CITI CARD ONLINEPAYMENT   180227","1451.76","debit","Credit Card Payment","eChecking","",""
"2/28/2018","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   180226","1134.71","credit","Paycheck","eChecking","",""
"2/27/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","1.55","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/27/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","2.03","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/27/2018","Online Thank You","ONLINE PAYMENT, THANK YOU","1451.76","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"2/27/2018","Mobile Deposit","Mobile Deposit","82.50","credit","Income","eChecking","",""
"2/27/2018","Transfer from Savings","TRANSFER FROM ACCT ******0020-1 TRANSFER FROM ACCT ******0020-1 / Internet Access 02/27/2018 05:01 157","1500.00","credit","Transfer","eChecking","",""
"2/27/2018","Transfer to eChecking","TRANSFER TO ACCT ******0020-8 / TRANSFER TO ACCT ******0020-8 / Internet Access 02/27/2018 05:01 15767","1500.00","debit","Transfer","Savings","",""
"2/26/2018","Mbta Mass Ave","MBTA MASS AVE BOSTON MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"2/26/2018","Uno Chicago Grill","UNOCHICAGOGRILL#218 BOSTON MA","6.95","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/26/2018","Chartwells","CHARTWELLS N21032842 BOSTON MA","1.89","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"2/26/2018","N Eastrn Unv","N-EASTRN-UNV-BKSTORE#6560BOSTON MA","3.17","debit","Books & Supplies","Costco Anywhere Visa® Card by Citi","",""
"2/26/2018","Mbta Mass Ave","MBTA MASS AVE BOSTON MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"2/25/2018","Gulf","GULF OIL 92035822 E OTIS MA","12.95","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"2/25/2018","Exxon","EXXONMOBIL 97552087 SHEFFIELD MA","4.99","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"2/25/2018","McDonald's","MCDONALD'S F25930 BLANDFORD MA","10.03","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/25/2018","Gulf","GULF OIL 92038826 BLANDFORD MA","20.55","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"2/23/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","3.03","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/23/2018","Total Wine More","TOTAL WINE AND MORE 1703 SHREWSBURY MA","78.85","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"2/23/2018","Walgreens","WALGREENS #9233 SHREWSBURY MA","7.28","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"2/22/2018","Mbta Roxbury Xng","MBTA ROXBURY XNG ROXBURY MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"2/22/2018","Qdoba Mexican Grill","QDOBA 2207 BOSTON MA","8.99","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/22/2018","H&M","H&M0100 BOSTON MA","27.99","debit","Clothing","Costco Anywhere Visa® Card by Citi","",""
"2/22/2018","Check 1051","SHARE DRAFT 1051","3150.00","debit","Check","eChecking","",""
"2/21/2018","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","5.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/21/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON XXXX-XXXX-XXXX-1924","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/20/2018","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","1.90","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/20/2018","Walgreens","WALGREENS #4072 ROXBURY MA","10.68","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"2/19/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","3.02","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/18/2018","Panera Bread","PANERA BREAD #202107 BOSTON MA","3.41","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/18/2018","Quest Diagnostics Incorporated","QDI*QUEST DIAGNOSTICS 800-253-2743 MA","6.80","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"2/18/2018","GrubHub","GRUBHUBLAUGHINGMONKCA 8775851085 XXXX-XXXX-XXXX-1924","33.91","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"2/18/2018","Panera Bread","PANERA BREAD #202107 BOSTON MA","2.88","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/18/2018","Quest Diagnostics Incorporated","QDI*QUEST DIAGNOSTICS 800-253-2743 MA","4.14","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"2/17/2018","Stop & Shop","STOP & SHOP 0412 BOSTON MA","40.97","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/16/2018","Tolls By Mail","TOLLS BY MAIL 800-333-8655 NY","10.00","debit","Auto & Transport","Costco Anywhere Visa® Card by Citi","",""
"2/16/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","1.55","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/15/2018","Mbta Copley Boston","MBTA COPLEY BOSTON MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"2/15/2018","Wollaston's West Village","WOLLASTON'S WEST VI BOSTON MA","5.99","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/15/2018","Rasi Associates Inc","RASI ASSOCIATES IN BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"2/15/2018","Northeastern University","NORTHEASTERN UNIVERSITY BOSTON MA","90.00","debit","Education","Costco Anywhere Visa® Card by Citi","",""
"2/15/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","2.03","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/15/2018","Venmo","VENMO           PAYMENT","26.57","debit","Transfer","eChecking","",""
"2/15/2018","Venmo","VENMO           PAYMENT","15.00","debit","Transfer","eChecking","",""
"2/15/2018","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   180213","1134.71","credit","Paycheck","eChecking","",""
"2/14/2018","Fuentes Market Inc","FUENTES MARKET LIQUORS BOSTON MA","12.99","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"2/14/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","1.99","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/14/2018","Combustion Institute Pa","THE COMBUSTION INSTITUTE 412-687-1366 PA","200.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"2/13/2018","Aks Pizza Roast","AKS PIZZA AND ROAST BEEF ROXBURY XING MA","1.02","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/13/2018","Chartwells","CHARTWELLS N21032487 BOSTON MA","0.70","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"2/13/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","1.55","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/13/2018","Am Cancer Soc","AM CANCER SOC CV 800-430-7161 GA","20.00","debit","Charity","Costco Anywhere Visa® Card by Citi","",""
"2/12/2018","Uno Chicago Grill","UNOCHICAGOGRILL#218 BOSTON MA","6.35","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/12/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","2.03","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/12/2018","Venmo","VENMO           PAYMENT","25.00","debit","Transfer","eChecking","",""
"2/12/2018","Venmo","VENMO           PAYMENT","25.00","debit","Transfer","eChecking","",""
"2/12/2018","Venmo","VENMO           PAYMENT","73.04","debit","Transfer","eChecking","",""
"2/12/2018","Venmo","VENMO           PAYMENT","6.75","debit","Transfer","eChecking","",""
"2/11/2018","Au Bon Pain","NORTHSTRN AUBONPAIN 14 BOSTON MA","2.45","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/11/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","0.99","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/10/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","10.61","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"2/10/2018","Target","TARGET 00028225 BOSTON MA","40.70","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"2/10/2018","Lyft","LYFT *RIDE SAT 8PM 8552800278 XXXX-XXXX-XXXX-1924","5.55","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"2/09/2018","Whole Foods","WHOLEFDS SYM 10031 BOSTON MA","13.60","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/09/2018","Chartwells","CHARTWELLS N21032842 BOSTON MA","2.59","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"2/09/2018","Nu Chart Sweet","NU CHART SWEET28259596 BOSTON MA","6.57","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"2/09/2018","Lyft","LYFT *RIDE FRI 9PM 8552800278 XXXX-XXXX-XXXX-1924","8.51","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"2/08/2018","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","5.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/08/2018","Au Bon Pain","NORTHSTRN AUBONPAIN 14 BOSTON MA","9.51","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/08/2018","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMA","35.65","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/07/2018","Nu Chart Kigos","NU CHART KIGOS28259588 BOSTON MA","8.99","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/07/2018","Chartwells","CHARTWELLS N21032842 BOSTON MA","2.49","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"2/07/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON MA","15.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/06/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","1.55","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/05/2018","Symphony Sushi","SYMPHONY SUSHI BOSTON MA","10.17","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/05/2018","Caffe Strega Northeaste","CAFFE STREGA - NORTHEASTEBOSTON MA","5.50","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/05/2018","Dunkin Donuts","DUNKIN #341489 Q35 BOSTON MA","1.19","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"2/05/2018","Venmo","VENMO           PAYMENT","862.50","debit","Transfer","eChecking","",""
"2/05/2018","Venmo Cashout","VENMO           CASHOUT","268.10","credit","Income","eChecking","",""
"2/04/2018","Lyft","LYFT *RIDE SUN 1AM 8552800278 CA","12.60","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"2/04/2018","Au Bon Pain","NORTHSTRN AUBONPAIN 14 BOSTON MA","5.54","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/04/2018","Domino's Pizza","DOMINO'S 3724 617-541-3525 MA","21.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/04/2018","Tst Club Cafe","TST* CLUB CAFE BOSTON MA","31.31","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"2/04/2018","Tst Club Cafe","TST* CLUB CAFE BOSTON MA","9.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"2/03/2018","Dunkin Donuts","DUNKIN #304922 Q35 NEWTON MA","1.18","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"2/03/2018","Mbta Roxbury Xng","MBTA ROXBURY XNG ROXBURY MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"2/03/2018","Nayax Vending","NAYAX VENDING 19 HUNT VALLEY MD","1.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/03/2018","Gulf","GULF OIL 91185115 BROOKLINE MA","24.37","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"2/02/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON MA","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/02/2018","Floyds 99 Barber Shop","FLOYDS 99 BARBERSHOP BOSTON MA","33.00","debit","Hair","Costco Anywhere Visa® Card by Citi","",""
"2/02/2018","Wine & Spirits","HUNTINGTON WINE & SPIRIT BOSTON MA","41.98","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"2/02/2018","The Puddingstone","THE PUDDINGSTONE TAVERN BOSTON MA","30.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/01/2018","Starbucks","STARBUCKS STORE 02767 BOSTON MA","6.96","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"2/01/2018","Qdoba Mexican Grill","QDOBA 2207 BOSTON MA","10.48","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"2/01/2018","Uno Chicago Grill","UNOCHICAGOGRILL#218 BOSTON MA","7.41","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/01/2018","CVS","CVS/PHARMACY #01259 BOSTON MA","1.79","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"2/01/2018","Verizon","VERIZON*RECURRING PAY 800-VERIZON FL","113.28","debit","Home Phone","Costco Anywhere Visa® Card by Citi","",""
"2/01/2018","Rasi Associates Inc","RASI ASSOCIATES IN BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"2/01/2018","Rasi Associates Inc","RASI ASSOCIATES IN BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"1/31/2018","Chartwells","CHARTWELLS N21032842 BOSTON MA","9.05","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"1/31/2018","CVS","CVS/PHARMACY #01259 BOSTON MA","24.03","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"1/31/2018","Dividend","DIVIDEND","0.09","credit","Investments","Savings","",""
"1/31/2018","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   180129","1101.97","credit","Paycheck","eChecking","",""
"1/31/2018","Citi Onlinepayment","CITI CARD ONLINEPAYMENT   180130","882.11","debit","Credit Card Payment","eChecking","",""
"1/30/2018","Dunkin Donuts","DUNKIN #355687 PHILADELPHIA PA","2.91","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"1/30/2018","CVS","CVS/PHARMACY #00450 PHILADELPHIA PA","13.49","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"1/30/2018","Online Thank You","ONLINE PAYMENT, THANK YOU","882.11","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"1/29/2018","Lyft","LYFT *RIDE SUN 6PM 8552800278 CA","7.40","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
